Afrika	Африка
Ogražden	Огражден
Tramvajski promet u Zagrebu	Загребский трамвай
Osveja	Освейское
Vitae	Биота (таксономия)
Sporazum Cvetković–Maček	Соглашение Цветковича — Мачека
Orheiul Vechi	Старый Орхей
Pantelejmon Oleksandrovič Kuliš	Кулиш, Пантелеймон Александрович
Agneza Akvitanska	Агнесса Аквитанская (королева Арагона и Наварры)
Otvoreni brak	Открытый брак
Jardim Botânico (Rio de Janeiro)	Жардин-Ботанику (район Рио-де-Жанейро)
Rudolf Brucci	Бруччи, Рудольф
Aeronautics Orbiter	Orbiter (БПЛА)
Odlikovanja SFRJ	Награды Югославии
Državni institut za ruski jezik "A.S. Puškin“	Государственный институт русского языка имени А. С. Пушкина
Pošumljavanje	Лесоразведение
TMK 2200	TMK 2200
Gospodarstvo Surinama	Экономика Суринама
Type 80/85/88	Тип 88
Kara-Kirgiska autonomna oblast	Кара-Киргизская автономная область
Karpoš	Карпош
Ukrajinofobija	Украинофобия
Ryhor Reles	Релес, Григорий Львович
Rusifikacija Ukrajine	Русификация Украины
Icewind Dale trilogija	Долина Ледяного Ветра (трилогия)
Jakiv Jakovič Hnizdovskij	Гнездовский, Яков Яковлевич
Majka Armenija	Мать-Армения (монумент)
Arena Šajba	Шайба (ледовая арена)
NFL sezona 1942.	НФЛ в сезоне 1942
Puca Pucara	Пука-Пукара
Brazilski karneval	Бразильский карнавал
Logrus	Логрус
Jamont Gordon	Гордон, Джамонт
Katedrala Santa María la Menor	Кафедральный собор Санто-Доминго
Branje gljiva	Сбор грибов
Marijska Autonomna Oblast	Марийская автономная область
Zaljev Karaginski	Карагинский залив
Iransko standardno vrijeme	Тегеранское время
Karatai	Каратаи
Popis prefektura u Francuskoj	Список префектур и супрефектур Франции
Dark Lady	Dark Lady
Sanitetski vlak	Санитарный поезд
Arnold Gaskonjski	Арно (герцог Васконии)
Dodatak:Popis bitaka 1901.-2000.	Проект:Военная история/Списки/Список сражений XX века
Merlin (Amberske kronike)	Мерлин (Хроники Амбера)
Zagrebački kvartet	Загребский квартет
Davor Sučić	Сейо Сексон
Filmografija Alfreda Hitchcocka	Список фильмов Альфреда Хичкока
Sila (TV serija)	Сыла. Возвращение домой
Eduino Francini	Франчини, Эдуино
Half-Breed	Half-Breed
I Paralyze	I Paralyze
Koloturnik	Полиспаст
Lanac	Цепь
Nibiru	Нибиру (мифология)
Ćetojevići	Джетойевичи
Bear Valley (okrug Alpine, Kalifornija)	Бэр-Валли (округ Алпайн, Калифорния)
EP u amaterskom boksu 1953.	Чемпионат Европы по боксу 1953
Andrea Russotto	Руссотто, Андреа
Bolikhamsai (provincija)	Боликхамсай
Sovjetska vaterpolska reprezentacija	Мужская сборная СССР по водному поло
Oceanijski kup u hokeju na travi	Чемпионат Океании по хоккею на траве
Dardski narodi	Дарды
NFL sezona 1987.	НФЛ в сезоне 1987
Yuki (jezična porodica)	Языки юки-ваппо
Nias (jezik)	Ниасский язык
Lifehacker	Lifehacker.com
Guess Who's Back?	Guess Who’s Back?
Hokej na travi na Panameričkim igrama 1999.	Хоккей на траве на Панамериканских играх 1999
Brzi procjeđivač	Скорые фильтры
Afrička rukometna prvenstva za žene	Чемпионат Африки по гандболу
Donji Kladari	Дони-Кладари
I Walk Alone	I Walk Alone (песня Тарьи Турунен)
Armand	Арман (Вампирские хроники)
Božo Broketa	Брокета, Божо
Ciparske zračne snage	Военно-воздушные силы Республики Кипр
Sterkobilinogen	Стеркобилиноген
100 najboljih knjiga svih vremena	100 лучших книг всех времен и народов
Apiaká	Апиака (народ)
Belka i Strelka	Белка и Стрелка
Stanovništvo Bjelorusije	Население Белоруссии
Živinice (Derventa, BiH)	Живинице (Дервента)
Sevanska pastrva	Ишхан (рыба)
Lubjanski trg	Лубянская площадь
Banik	Банник
Piss Chris	Piss Christ
Peripatus	Перипатус
Antonio Puchades	Пучадес, Антонио
Nacionalni park Kozara	Национальный парк Козара
Vojna ophodnja	Соревнования военных патрулей
Zaporoška Sič	Запорожская Сечь
Adrian Smith (košarkaš)	Смит, Адриан (баскетболист)
Real Estelí F.C.	Реал Эстели
Čovječje srce	Сердце человека
Barrayar	Барраяр (роман)
Josip Drmić	Дрмич, Йосип
FIFA 99	FIFA 99
FIFA 2001	FIFA 2001
FIFA Football 2002	FIFA Football 2002
Tumori oka	Опухоли глаза
Socijalistički feminizam	Социалистический феминизм
Crni feminizam	Чёрный феминизм
Francuska reprezentacija u nogometu na pijesku	Сборная Франции по пляжному футболу
Sanna Nielsen	Нильсен, Санна
Kvant (časopis)	Квант (журнал)
Hoa Lu	Хоалы
Braća po oružju	Братья по оружию (роман)
Dinamo Moskva (vaterpolo)	Динамо-Олимпийский
SX-9	NEC SX-9
Crank It Up	Crank It Up
SP u hokeju na ledu Divizije I 2008.	Первый дивизион чемпионата мира по хоккею с шайбой 2008
Egipatska košarkaška reprezentacija	Мужская сборная Египта по баскетболу
SP u hokeju na ledu Divizije II 2007.	Второй дивизион чемпионата мира по хоккею с шайбой 2007
Valleys of Neptune	Valleys of Neptune
Crkva Presvete Bogorodice u Kairu	Церковь Святой Марии (Каир)
Prvenstvo Jugoslavije u nogometu 1927.	Чемпионат Югославии по футболу 1927
Portugalska reprezentacija u nogometu na pijesku	Сборная Португалии по пляжному футболу
Slobodan Boškan	Бошкан, Слободан
Muzej portugalskog jezika	Музей португальского языка
Lucy van Pelt	Люси ван Пельт
Prvenstvo Jugoslavije u nogometu 1928.	Чемпионат Югославии по футболу 1928
Prvenstvo Jugoslavije u nogometu 1924.	Чемпионат Югославии по футболу 1924
Dorival Yustrich	Книпел, Доривал
Alexis Ajinça	Аджинса, Алексис
Pedro Juan Caballero	Кабальеро, Педро Хуан
One More Chance	One More Chance
Prvenstvo SSSR-a u košarci	Чемпионат СССР по баскетболу среди мужчин
The Smeezingtons	The Smeezingtons
Comalli	Комаль
SP u hokeju na ledu Divizije II	Второй дивизион чемпионата мира по хоккею с шайбой
Višera (Novgorodska oblast)	Вишера (приток Малого Волховца)
Arabo	Арабо
Čechomor	Čechomor
Proizvod	Продукт (бизнес)
Bayono-Awbono jezici	Байоно-авбонские языки
Ratko Radovanović	Радованович, Ратко
Živogošće	Живогошче
Bagri jezik	Багри (язык)
CERGE-EI	Cerge-ei
Servìtka Rroma	Сэрвы
Dominions 3: The Awakening	Dominions 3: The Awakening
Nacionalni park Marii Čodra	Марий Чодра
T.O.S. (Terminate On Sight)	T·O·S (Terminate on Sight)
Bell 204/205	Bell 204/205
Atentat u Marseilleu	Марсельское убийство
Mirsad Hibić	Хибич, Мирсад
Artafern Mlađi	Артаферн II
Cangali bek	Еналей Шугуров
Veldija	Уольдыя
Islamska Država Iraka i Levanta	Исламское государство Ирака и Леванта
Dodatak:Popis državnih zastava	Флаги независимых государств
Julija Putinceva	Путинцева, Юлия Антоновна
Boris Demidovič	Демидович, Борис Павлович
Šabat u kršćanstvu	Суббота в христианстве
Black Prince	Чёрный Принц (танк)
Tierra del Fuego	Огненная Земля
Ivan Krajačić	Краячич, Иван
Makedonci	Македонцы
Earl Calloway	Кэллоуэй, Эрл
Poljska ženska reprezentacija u hokeju na travi	Женская сборная Польши по хоккею на траве
Tomislav Jablanović	Ябланович, Томислав
Hamza Alić	Алич, Хамза
Dodatak:Popis ZF filmova	Проект:Кино/Списки/Список научно-фантастических фильмов
Soloveckij logor	Соловецкий лагерь особого назначения
Segnerovo kolo	Сегнерово колесо
Gennadij Pavlovič Jakovljev	Яковлев, Геннадий Павлович
Marun Abbud	Аббуд, Марун
Georgij Ivanovič Narbut	Нарбут, Георгий Иванович
Mirko Šarović	Шарович, Мирко
Earl Clark	Кларк, Эрл
Viktorija Koblenko	Кобленко, Виктория
One Minute	One Minute
Olena Pčilka	Косач, Ольга Петровна
Stanislav Medvedenko	Медведенко, Станислав Юрьевич
Mataco-Maca (jezična porodica)	Матакские языки
Menominee	Меномини (народ)
Ivanščica	Иваншчица
Stanislav Karasi	Караси, Станислав
Jugoslavenski nogometni savez	Футбольный союз Югославии
Mitrofan Voronješki	Митрофан Воронежский
Kup europskih prvaka 1960./61. (košarka)	Кубок чемпионов ФИБА 1960/1961
Kup europskih prvaka 1961./62. (košarka)	Кубок чемпионов ФИБА 1961/1962
Kup europskih prvaka 1959./60. (košarka)	Кубок чемпионов ФИБА 1959/1960
Kup europskih prvaka 1964./65. (košarka)	Кубок чемпионов ФИБА 1964/1965
Popis rijeka u Mađarskoj	Реки Венгрии
Katolička Crkva u Belizeu	Католицизм в Белизе
Odvojeni objekt	Обособленный транснептуновый объект
Milt Palacio	Паласио, Милт
Grmača	Опёнок ссыхающийся
Klickitat	Кликитаты
Tracklisten	Tracklisten
Patrick O'Bryant	О’Брайант, Патрик
Alkemijski simbol	Алхимические символы
Miki Jevremović	Евремович, Мики
Matusja Blum	Блум, Матуся
Stripped Live in the U.K.	Stripped Live in UK
Vransko jezero (Cres)	Вранское озеро (Црес)
Mojkovačka bitka	Битва при Мойковаце
Maslenički most (autocesta A1)	Масленицкий мост (A1)
Podmornice klase Karp	Подводные лодки типа «Карп»
Primorske Alpe	Приморские Альпы (горы)
How You Remind Me	How You Remind Me
Ice Queen	Ice Queen
Ariel McDonald	Макдональд, Ариэль
Elect the Dead Symphony	Elect The Dead Symphony
Land of the Free II	Land of the Free II
Minority	Minority
Kvartarna znanost	Четвертичная геология
Ostroška akademija	Острожская академия
Orasi	Орех (растение)
Indoiranski narodi	Древние европейцы
Makedonsko pitanje	Македонский вопрос
La Honda (Kalifornija)	Ла-Хонда
Kup Krešimira Ćosića	Кубок Крешимира Чосича
Dan sv. Davida	День Святого Давида
Tonkawan	Тонкава (язык)
Lipovljani	Липовляни
Filmografija Woodyja Allena	Фильмография Вуди Аллена
Roger Grimau	Гримау, Рожер
Sveti Tripun	Святой Трифон
Dvorska kapela Karla Velikog u Aachenu	Капелла Карла Великого
Terra Mariana	Терра Мариана
Unija tri naroda	Речь Посполитая Трёх Народов
Zemljopis Belizea	География Белиза
Pachyptila	Китовые птички
Razarači klase Haruna	Эскадренные миноносцы типа «Харуна»
Chincha	Чинча (культура)
Gazipur	Газипур
Veaceslav Gojan	Гожан, Вячеслав
Franchi SPAS-15	Franchi SPAS-15
Zemljopis Dominikanske Republike	География Доминиканской Республики
Ukrajinska kultura	Культура Украины
Toronto Croatia	Торонто Кроэйша
Menadžer	Менеджер
Kitaj-gorod	Китай-город (станция метро)
Popis epizoda Digimon Adventurea	Список серий Digimon Adventure
Stezni spoj	Пресс-фитинг
LAROM	LAROM
Tramvajski promet u Rijeci	Трамвай Риеки
Antanaklaza	Антанаклазис
Desert View Highlands (Kalifornija)	Дезерт-Вью-Хайлендс
Tojma (rijeka)	Тойма (приток Камы)
Sava Bohinjka	Сава-Бохинька
Tjesnac Litke	Пролив Литке
Ahuacatlán, Puebla	Ауакатлан (муниципалитет, Пуэбла)
Bistra voda	Bistra Voda
Bitka kod Salamine na Cipru (450. pr. Kr.)	Битва при Саламине на Кипре (450 до н. э.)
Ukupne otopljene tvari	Общая минерализация
Slaughter & The Dogs	Slaughter & The Dogs
Popis woreda u Amharskoj regiji	Список уорэд региона Амхара
Revidirani Novi opći katalog	Пересмотренный Новый общий каталог
Religija Ukrajine	Религия на Украине
Protistologija	Протистология
Isus na Maslinskoj gori	Моление о чаше
Petar Karađorđević (sin Aleksandra II.)	Пётр Карагеоргиевич (сын Александра II Карагеоргиевича)
Jona	Иона (пророк)
Dvorac u Kaunasu	Каунасский замок
Louis de Pointe du Lac	Луи де Пон дю Лак
Fanis Katergiannakis	Катерьяннакис, Теофанис
Marija Paleolog (gospa)	Мария Деспина Монгольская
Šiš	Шиш (река)
JS-7	ИС-7
Bžeduhi	Бжедуги
Drozd (riba)	Петропсаро
SAR 80	CIS SAR-80
Gojslav	Гоислав
Svetislav Stančić	Станчич, Светислав
Illumination	Illumination
Falling Away from Me	Falling Away from Me
Pjotr Nikolski	Никольский, Пётр Васильевич
Konstjantin Vasilj Ostrockij	Острожский, Константин Константинович
Želimir Terkeš	Теркеш, Желимир
Dodatak:Popis vanuatskih naselja	Города Вануату
Ronjenje s disalicom	Сноркелинг
CIS 50MG	CIS 50MG
Narod	Народ
Posljednja večera (Tintoretto)	Тайная вечеря (картина Тинторетто)
Krizi	Крызы
BMD-3	БМД-3
Pravi moljci	Настоящие моли
Krunoslav Simon	Симон, Крунослав
Horasan	Хорасан (значения)
Irska prva liga	Первый дивизион Лиги Ирландии
Latinizam	Латинизмы
Elmedin Kikanović	Киканович, Элмедин
Opći izbori u Bosni i Hercegovini 2010.	Всеобщие выборы в Боснии и Герцеговине (2010)
Kulina jezik	Кулина (язык)
Cun jezik	Цунь (язык)
Uru-Chipaya	Языки уру-чипайя
Jarawa (andamanski jezik)	Джарава (язык, Андаманские острова)
Öñge jezik	Онге (язык)
Općina Kruševo	Крушево (община)
Gerald Henderson	Хендерсон, Джеральд
Tomo Aleksa Dundić	Дундич, Олеко
Valentina Golubenko	Голубенко, Валентина Валерьевна
Duino	Дуино
Povijest Vanuatua	История Вануату
Gospodarstvo Burkine Faso	Экономика Буркина-Фасо
Xacitarxan	Хаджи-Тархан
Medium Mark II	Vickers Medium Mark II
Bezlenejevci	Бесленеевцы
Rises Over Japan	Rises Over Japan
Daly jezici	Дейлийские языки
Tvrđava u Kaunasu	Ковенская крепость
Tripo Kokolja	Коколя, Трипо
Pravni sustavi u svijetu	Правовая семья
Živko Budimir	Будимир, Живко
Uroš Lajovic	Лайович, Урош
Općina Vinica	Виница (община)
Graf (struktura podataka)	Объектный граф
Tero Mäntylä	Мянтюля, Теро
Drevna Mezopotamija	Древняя Месопотамия
Renato Sobral	Собрал, Ренату
Kralj (razdvojba)	King
Latvijsko narodno buđenje	Атмода
Jovanka Broz	Броз, Йованка
Emirat Bejhan	Бейхан (эмират)
Goldberry	Золотинка (Средиземье)
Astralni svijet	Астральный план
Bolğar	Булгар
Yuit	Юиты
Čarobnjak	Колдун
Frederiksberg (općina)	Фредериксберг (коммуна)
Mobile (pjesma)	Mobile
Radničko-komunistička partija Bosne i Hercegovine	Рабоче-коммунистическая партия Боснии и Герцеговины
Instrukcijski cjevovod	Вычислительный конвейер
Biała Rawska (općina)	Бяла-Равска (гмина)
UKM-2000	UKM-2000
Afrički kup nacija u hokeju na travi	Чемпионат Африки по хоккею на траве
Volodimir Vinničenko	Винниченко, Владимир Кириллович
Košovi ataman	Кошевой атаман
FK Dinamo Mahačkala	Динамо-Дагестан
AFK Podilja (Hmeljnicki)	Подолье (футбольный клуб, Хмельницкий)
Balačka	Балачка
Stari kršćanin	Исконные христиане
Vojvoda Cornwalla	Герцог Корнуольский
Henok, Kajinov sin	Енох (сын Каина)
Kanadska bendijska reprezentacija	Сборная Канады по хоккею с мячом
Utica (New York)	Ютика (Нью-Йорк)
Lomavrenski	Ломаврен
Prefektura Ahaja	Ахайя
Sveučilište u Dubrovniku	Университет Дубровника
Sveučilište u Zadru	Задарский университет
LAR-160	LAR-160
Marusja Čuraj	Чурай, Маруся
Kupalo	Купала
Knežev dvor	Княжеский дворец (Дубровник)
Katolički pogled na pobačaj	Аборт и христианство
Fort-12	Форт-12
Sturmführer	Штурмфюрер
Akvizicija poduzeća	Поглощение
TM-35	ТМ-35
Interkontinentalni kup 1997.	Межконтинентальный кубок по футболу 1997
Brandon Walsh	Брендон Уолш
Kolponomos	Колпономосы
John Reed Swanton	Суонтон, Джон
Joško Jeličić	Еличич, Йошко
Not Like the Movies	Not Like the Movies
Španjolska reprezentacija u nogometu na pijesku	Сборная Испании по пляжному футболу
Cueva	Куэва
Jarron Collins	Коллинз, Джаррон
Dženan Hošić	Хошич, Дженан
Raška (općina)	Рашка (община)
Novi Pazar (općina)	Нови-Пазар (община, Сербия)
Bujanovac (općina)	Буяновац (община)
Kosjerić (općina)	Косьерич (община)
Sjenica (općina)	Сеница (община)
Uran (razdvojba)	Уран
Vladičin Han (općina)	Владичин-Хан (община)
Prijepolje (općina)	Приеполе (община)
Požega (općina)	Пожега (община)
Prvenstvo Jugoslavije u nogometu 1934./35.	Чемпионат Югославии по футболу 1934/1935
Otokar Keršovani	Кершовани, Отокар
Karašica (pritoka Drave)	Карашица
Islam u Hrvata	Ислам в Хорватии
Tekesta	Текеста (племя)
Bogatić (općina)	Богатич (община)
Volujak	Волуяк (гора)
Željka Antunović	Антунович, Желька
Trg svetog Marka	Площадь Святого Марка (Загреб)
Zajko Zeba	Зеба, Зайко
Urumi	Урумы
Virupakshin hram	Храм Вирупакши в Хампи
G2B	G2B
Kvalifikacije za Europsko prvenstvo u košarci 2013.	Чемпионат Европы по баскетболу 2013 — квалификация
Stadion Lokomotiv	Локомотив (стадион, Нижний Новгород)
Euroliga 1998./99.	Евролига ФИБА 1998/1999
Uğur Boral	Борал, Угур
Euroliga 1992./93.	Европейская лига ФИБА 1992/1993
Činovi u Oružanim snagama Republike Hrvatske	Воинские звания Вооружённых сил Хорватии
Total Club Manager 2005	Total Club Manager 2005
Pindad SS1	Pindad SS1
Walla Walla	Валла-валла (племя)
Geotermalna elektrana Hellisheiði	ГеоТЭС Хедлисхейди
Takelma	Такелма (народ)
Galaksija (računalo)	Галаксия (компьютер)
Vjetroelektrana Roscoe	ВЭС Роско
Darko Rundek	Рундек, Дарко
Lazar Hayward	Хэйуорд, Лазар
Derusifikacija	Дерусификация
Croatoan (otok)	Хаттерас (остров)
Gambit ultimativna boeinga 747	Боинг-747 к полёту готов
Vancouver (razdvojba)	Ванкувер (значения)
Vanja Belić	Белич, Ваня
Donje Biljane	Донье Биляне
Irula	Ирула
Tày jezik	Тхо (тайский язык)
Istočnoberberski jezici	Восточноберберские языки
Debre Libanos	Дебре-Либанос
Ülker Gençlik ve Spor Kulübü	Улкер (баскетбольный клуб)
Gospodarstvo Salomonskih Otoka	Экономика Соломоновых Островов
Županija	Жупания
FK Budućnost Banatski Dvor	Будучност (футбольный клуб, Банатски-Двор)
Jakub	Якуб
Mevlevi Sema	Сама
Tom Clancy's Splinter Cell	Splinter Cell
Obrana	Оборона (значения)
Britanske podmornice klase L	Подводные лодки типа L
Pruflas	Пруфлас
Južnoafrička ženska reprezentacija u hokeju na travi	Женская сборная ЮАР по хоккею на траве
Wapishana	Вапишана
BK Himik Južne	Химик (баскетбольный клуб)
Sjunik	Сюникская область
Tatuyo	Татуйо
Garawa jezici	Каравские языки
Pink Panteri	Розовые пантеры
Jugoslavenska kruna	Крона Королевства сербов, хорватов и словенцев
Dario Šarić	Шарич, Дарио
Redatelj	Кинорежиссёр
Podravina	Подравина
Južnohalmaherski-zapadnonovogvinejski jezici	Южнохальмахерско-западноновогвинейские языки
Promet Srbije	Транспорт в Сербии
Centralni malajsko-polinezijski jezici	Центрально-малайско-полинезийские языки
Palouse	Палусы
Pampangan	Пампанган
Vivarini	Виварини
Amiga 2500	Amiga 2500
Speak Now World Tour	Speak Now World Tour
Rukomet na Panameričkim igrama	Гандбол на Панамериканских играх
International Superstar Soccer Deluxe	International Superstar Soccer Deluxe
Liga Portuguesa de Futsal	Чемпионат Португалии по мини-футболу
You and I	Ты и я (фильм, 2011)
Vlado Bučkovski	Бучковский, Владо
Srbijanska ženska rukometna reprezentacija	Женская сборная Сербии по гандболу
Patrolni brodovi klase Svetljak	Сторожевые катера проекта 10410
Arbo Valdma	Валдма, Арбо
The Sonny Side of Chér	The Sonny Side of Chér
Gypsys, Tramps & Thieves	Gypsys, Tramps & Thieves
Hurricane	Hurricane (песня 30 Seconds to Mars)
Nikola Jerkan	Еркан, Никола
Swamped	Swamped
Maidu	Майду
Paul Sturrock	Старрок, Пол
3614 Jackson Highway	3614 Jackson Highway
Oceanijsko prvenstvo u košarci 2011.	Чемпионат Океании по баскетболу 2011
Zebulun (pleme)	Колено Завулоново
Gadžin Han (općina)	Гаджин-Хан (община)
Vukotić	Вукотич
Associação Chapecoense de Futebol	Шапекоэнсе
Bitka kod Šelonja	Шелонская битва
War Heroes	War Heroes
Marijan Mrmić	Мрмич, Марьян
SP u hokeju na ledu Divizije III	Третий дивизион чемпионата мира по хоккею с шайбой
Circle the Drain	Circle the Drain
Olga Artešina	Артешина, Ольга Дмитриевна
Lavan	Лаван (остров)
Gordan Vidović	Видович, Гордан
Bosanskohercegovački dinar	Динар Боснии и Герцеговины
All I Ever Wanted (pjesma)	All I Ever Wanted (песня)
Romina Yan	Ян, Ромина
São Conrado	Сан-Конраду (район Рио-де-Жанейро)
Wahpeton	Вахпетоны
Wahpekute Indijanci	Вахпекуте
Dženaza-namaz	Джаназа-намаз
Cikorija	Цикорий обыкновенный
Prvenstvo Jugoslavije u nogometu 1945.	Чемпионат Югославии по футболу 1945
Dürerov autoportret (Alte Pinakothek)	Автопортрет Дюрера (1500)
Imperivm Romanvm	Imperium Romanum
Institut Kinsey	Институт имени Кинси
Avril Lavigne's Make 5 Wishes	Make 5 Wishes
Ekavski govor	Экавский тип произношения
Grb SFRJ	Герб Югославии
FMJD	Всемирная федерация шашек
Pakaanova	Вари (народ)
Badajoz (razdvojba)	Бадахос (значения)
Ivajlo Jordanov	Йорданов, Ивайло
4 (razdvojba)	4 (значения)
IPv6	IPv6
Voditelj proizvoda	Менеджер по продукту
No Time to Bleed	No Time to Bleed
Ashley J. Williams	Эш Уильямс
Petar Skansi	Сканси, Петар
Daniel Šarić	Шарич, Даниел
Sustav F	Система F
VTech Laser 200	VTech Laser 200
Pataya	Патайян
Dinar Republike Srpske	Динар Республики Сербской
Medeja (razdvojba)	Медея (значения)
Etnokoreologija	Этнохореология
Paštunci	Пуштуны
Egzotropija	Расходящееся косоглазие
Avtodor Saratov	Автодор (баскетбольный клуб)
Zvjezdana vrata SG-1 (sezona 7)	Звёздные врата SG-1. Сезон 7
Kamerunski nogometni kup	Кубок Камеруна по футболу
Orden narodne armije	Орден Югославской Народной Армии
Zvjezdana vrata SG-1 (sezona 5)	Звёздные врата SG-1. Сезон 5
Zvjezdana vrata SG-1 (sezona 3)	Звёздные врата SG-1. Сезон 3
Zvjezdana vrata SG-1 (sezona 8)	Звёздные врата SG-1. Сезон 8
Jugoslavenska vaterpolska reprezentacija	Мужская сборная Югославии по водному поло
Olga Rodionova	Родионова, Ольга Геннадиевна
Mhlume	Мхлуме
Ivan Pudar	Пудар, Иван
EA Montréal	EA Montreal
Liborius von Frank	Франк, Либориус фон
Jevgenij Kisurin	Кисурин, Евгений Владимирович
Dmitro Hnatjuk	Гнатюк, Дмитрий Михайлович
Reggie Evans	Эванс, Реджи
T-stablo	T-дерево
FIFA 2000	FIFA 2000
Glavočić zebrasti	Zebrus zebrus
Dugonoska	Symphodus rostratus
Timko Padura	Падура, Фома
Svjetski kup u dvoranskom hokeju	Чемпионат мира по индорхоккею
Francisco García	Гарсия, Франциско
Will Perdue	Пердью, Уилл
Phil Chenier	Ченьер, Фил
Jugoslavenska ratna mornarica	Военно-морские силы СФРЮ
Valdis Valters	Валтерс, Валдис
Ljudi sjene	Люди-тени
Colorado jezik	Цафики
EP u amaterskom boksu 1947.	Чемпионат Европы по боксу 1947
EP u amaterskom boksu 1949.	Чемпионат Европы по боксу 1949
EP u amaterskom boksu 1951.	Чемпионат Европы по боксу 1951
Marija Courtenayska	Мария де Куртене
Košljun	Кошлюн
Barrow Point (jezik)	Барроу-пойнтский язык
Pyu (kwomtari-baibai jezik)	Пью (язык, Новая Гвинея)
Veddah jezik	Ведда (язык)
Bondo jezik	Бондо (язык)
Goran Slavkovski	Славковски, Горан
Speedy Claxton	Клэкстон, Спиди
K-3	К-3 (автомат)
François Petit	Пети, Франсуа
Rían	Риан (Средиземье)
Junije Palmotić	Палмотич, Джунье
Zvjezdana vrata SG-1 (sezona 9)	Звёздные врата SG-1. Сезон 9
Promet Švedske	Транспорт в Швеции
Wiesner	Виснер
Verevi	Вереви
Senat	Сенат
Zivaj	Звай
Zastava M92	Застава М92
Majstor i Margarita (1972.)	Мастер и Маргарита (фильм, 1972)
Nikolaj Pešalov	Пешалов, Николай
Matija Ljubek	Любек, Матия
Soltam M-66	Soltam M-66
Veliki Brijun	Большой Бриун
Armensko pitanje	Армянский вопрос
UEFA Euro 2004 (videoigra)	UEFA Euro 2004 (компьютерная игра)
Timex Sinclair 1000	Timex Sinclair 1000
Suk	Покот
Kronologija Caravaggiovih djela	Список картин Караваджо
Prvenstvo Jugoslavije u nogometu 1930./31.	Чемпионат Югославии по футболу 1930/1931
Irena Asanina	Ирина Асень
Prvenstvo Jugoslavije u nogometu 1926.	Чемпионат Югославии по футболу 1926
Prvenstvo Jugoslavije u nogometu 1929.	Чемпионат Югославии по футболу 1929
Misterij na regati	Тайна регаты и другие рассказы
Majur	Маюр
Katolička Crkva po državama	Католицизм по странам
Zakaria Botros	Захария Бутрос
Vasos Mavrovouniotis	Мавровуниотис, Васос
Potres u Dubrovniku 1667.	Землетрясение в Дубровнике
Maun	Маун (остров)
Primorska Hrvatska (kneževina)	Приморская Хорватия
Struthio	Страусы
Forbidden Rose	Forbidden Rose
The Best Damn Tour	Список концертных туров Аврил Лавин
Tomislav Rukavina (nogometaš)	Рукавина, Томислав
Taranči	Илийские уйгуры
Josip Frank	Франк, Йосип
Stjepan Ostoja	Стефан Остоя
Galvė	Гальве (озеро)
Rita Armenska	Рита II (принцесса Киликийской Армении)
Večeras vas zabavljaju muzičari koji piju	Вечерас вас забављају музичари који пију
Antaisaka	Антесака
Buvlja pijaca	Бувља пијаца
Black Star (parfem)	Black Star (духи)
Trodržavna Sangha	Санга (лес)
Mirko Oremuš	Оремуш, Мирко
Svjetska liga u vaterpolu 2011.	Мировая лига среди мужчин 2011 (водное поло)
FIFA Manager 07	FIFA Manager 07
Ravni (Krško, Slovenija)	Равни (Словения)
Angels	Angels (песня Within Temptation)
Visovac	Висовац (остров)
Vremenske zone u Indoneziji	Время в Индонезии
Interkontinentalni kup 2001.	Межконтинентальный кубок по футболу 2001
Naama (demon)	Нахема
Kaumualiʻi	Каумуалии
Sambalski jezici	Самбальские языки
BLiTTER	Блиттер
Smith Wigglesworth	Вигглсворт, Смит
Mišnjak (Šipan)	Мишняк (Элафитские острова)
Varaždinska katedrala	Вараждинский собор
Prosvjedi u Beogradu 9. ožujka 1991.	Демонстрации в Белграде (1991)
Rikbaktsa jezici	Рикбакца (язык)
Bjelovarska katedrala	Беловарский собор
Tajan (Jakljan)	Таян (Элафитские острова)
Vjekoslav Karas	Карас, Векослав
Giimbiyu jezici	Киимпиюские языки
Yokuts	Йокуты
Veliki bosanski ustanak	Боснийское восстание (1831)
Srpska književnost	Сербская литература
Marin City (Kalifornija)	Марин-Сити
Cistozira	Цистозейра
Chané	Чане
Māhārāṣṭri Prākrit	Махараштри
Lacrymosa	Lacrymosa
Jovan Radonjić	Радонич, Йован
Smederevska utvrda	Смедеревская крепость
Katedrala Duha Svetoga u Minsku	Кафедральный собор Сошествия Святого Духа (Минск)
Kosmeč	Космеч
Crkvina (otok)	Црквина
Olipa	Олипа
The Fury of Our Maker's Hand	The Fury of Our Maker’s Hand
Britanske podmornice klase E	Подводные лодки типа E
Limilngan-Wulna jezici	Лимилнганские языки
Sisseton Indijanci	Сиссетоны
Pantelej (općina)	Пантелей (община)
Kritička geografija	Радикальная география
Darinka Petrović Njegoš	Даринка Петрович-Негош
Milorad Pupovac	Пуповац, Милорад
Kwama jezik	Квама (язык)
Laragia jezik	Ларакия
Čákobo jezik	Чакобо (язык)
Arabela jezik	Арабела
Kashinawa jezik	Южный кашинава
Cholón jezik	Чолонский язык
Ngurmbur jezik	Нгурмпур
Assiniboine jezik	Ассинибойн (язык)
Cayapa jezik	Чапалачи
IC 4360	IC 4360
Tinà Sambal jezik	Тина (язык)
Guajajára	Гуажажара
Crna Gora pod osmanlijskom okupacijom 1498.-1697.	Черногорский санджак
