非洲	Африка
Category:烏克蘭足球員	Категория:Футболисты Украины
Category:土星嘅衞星	Категория:Спутники Сатурна
Category:木星嘅衞星	Категория:Спутники Юпитера
Category:天王星	Категория:Уран
Category:木星	Категория:Юпитер
Category:印尼足球員	Категория:Футболисты Индонезии
Category:小行星	Категория:Астероиды
粵語	Юэ (язык)
Category:海王星	Категория:Нептун
Category:印歐語系	Категория:Индоевропейские языки
Category:法國足球員	Категория:Футболисты Франции
Category:芬蘭足球員	Категория:Футболисты Финляндии
Category:日本漫畫作品	Категория:Манги
Category:香港足球員	Категория:Футболисты Гонконга
Category:三角學	Категория:Тригонометрия
Category:眼	Категория:Глаз
Category:公仔	Категория:Куклы
Category:美國街道	Категория:Дороги США
Category:煤	Категория:Уголь
Category:數學定理	Категория:Математические теоремы
Category:量子場論	Категория:Квантовая теория поля
Category:集合論	Категория:Теория множеств
Category:瑞士畫家	Категория:Художники Швейцарии
Category:前300年代	Категория:300-е до н. э.
Category:前30年代	Категория:30-е до н. э.
Category:前320年代	Категория:320-е до н. э.
Category:前40年代	Категория:40-е до н. э.
Category:日本畫家	Категория:Художники Японии
Category:前470年代	Категория:470-е до н. э.
Category:前550年代	Категория:550-е до н. э.
Category:前80年代	Категория:80-е до н. э.
Category:前70年代	Категория:70-е до н. э.
Category:聲樂	Категория:Вокальная музыка
Category:中國社會活動家	Категория:Общественные деятели Китая
Category:泰國嘅湖	Категория:Озёра Таиланда
Category:1325年	Категория:1325 год
Category:1701年	Категория:1701 год
Category:1708年	Категория:1708 год
Category:1734年	Категория:1734 год
Category:高原	Категория:Плато
Category:1736年	Категория:1736 год
Category:1742年	Категория:1742 год
Category:1745年	Категория:1745 год
Category:1771年	Категория:1771 год
Category:1789年	Категория:1789 год
Category:1796年	Категория:1796 год
Category:機場	Категория:Аэропорты
Category:泰國機場	Категория:Аэропорты Таиланда
Category:美國機場	Категория:Аэропорты США
Category:1821年	Категория:1821 год
Category:1825年	Категория:1825 год
Category:國旗	Категория:Флаги государств
Category:1828年	Категория:1828 год
Category:1837年	Категория:1837 год
Category:1838年出世	Категория:Родившиеся в 1838 году
Category:1841年	Категория:1841 год
Category:銀紙	Категория:Банкноты
Category:中央銀行	Категория:Центральные банки
Category:1850年	Категория:1850 год
Category:泰國銀行	Категория:Банки Таиланда
Category:1867年	Категория:1867 год
Category:1873年	Категория:1873 год
Category:1878年	Категория:1878 год
Category:1896年	Категория:1896 год
Category:1924年死	Категория:Умершие в 1924 году
Category:1960年死	Категория:Умершие в 1960 году
Category:1963年	Категория:1963 год
Category:1981年死	Категория:Умершие в 1981 году
Category:1999年死	Категория:Умершие в 1999 году
Category:意大利發明家	Категория:Изобретатели Италии
Category:2012年	Категория:2012 год
Category:2019年	Категория:2019 год
Category:穀物	Категория:Хлебные зерновые культуры
Category:元素	Категория:Химические элементы
Category:紐約市	Категория:Нью-Йорк
Category:日本政治人	Категория:Политики Японии
Category:菲律賓政治人	Категория:Политики Филиппин
Category:南韓政治人	Категория:Политики Южной Кореи
Category:埃及政治人	Категория:Политики Египта
Category:前70年死	Категория:Умершие в 70 году до н. э.
Category:日本運動員	Категория:Спортсмены Японии
Category:澳洲運動員	Категория:Спортсмены Австралии
Category:英國運動員	Категория:Спортсмены Великобритании
Category:香港運動員	Категория:Спортсмены Гонконга
Category:南韓運動員	Категория:Спортсмены Южной Кореи
Category:白俄羅斯運動員	Категория:Спортсмены Белоруссии
Category:加拿大運動員	Категория:Спортсмены Канады
Category:前109年死	Категория:Умершие в 109 году до н. э.
Category:中國音樂人	Категория:Музыканты Китая
Category:樂手	Категория:Музыканты по инструментам
Category:美國企業家	Категория:Предприниматели США
Category:前130年	Категория:130 год до н. э.
Category:前130年死	Категория:Умершие в 130 году до н. э.
Template:中國世界遺產	Шаблон:Всемирное наследие в Китае
Category:前135年出世	Категория:Родившиеся в 135 году до н. э.
Category:美國物理學家	Категория:Физики США
Category:日本足球員	Категория:Футболисты Японии
Category:西班牙足球員	Категория:Футболисты Испании
Category:捷克足球員	Категория:Футболисты Чехии
Category:塞爾維亞足球員	Категория:Футболисты Сербии
Category:意大利足球員	Категория:Футболисты Италии
Category:丹麥足球員	Категория:Футболисты Дании
Category:威爾斯足球員	Категория:Футболисты Уэльса
Category:愛爾蘭共和國足球員	Категория:Футболисты Ирландии
Category:哥倫比亞足球員	Категория:Футболисты Колумбии
Category:克羅地亞足球員	Категория:Футболисты Хорватии
Category:葡萄牙足球員	Категория:Футболисты Португалии
Category:北韓政治人	Категория:Политики КНДР
Category:中國歌手	Категория:Певцы и певицы Китая
Category:巴西歌手	Категория:Певцы и певицы Бразилии
Category:韓國歌星	Категория:Певцы и певицы Кореи
Category:爵士樂歌手	Категория:Джазовые певцы и певицы
Category:男高音	Категория:Теноры
Category:漫畫家	Категория:Художники комиксов
Category:科學家	Категория:Учёные
Category:美國泳手	Категория:Пловцы США
Category:香港士碌架運動員	Категория:Снукеристы Гонконга
Category:社會學家	Категория:Социологи
Category:探險家	Категория:Путешественники-исследователи
Category:國際象棋手	Категория:Шахматисты
Category:學生	Категория:Студенчество
Category:小說家	Категория:Новеллисты
Category:日本演員	Категория:Актёры Японии
Category:巴西演員	Категория:Актёры Бразилии
Category:香港演員	Категория:Актёры Гонконга
Category:監犯	Категория:Заключённые
Category:臺灣演員	Категория:Актёры Тайваня
Category:環球小姐	Категория:Мисс Вселенная
Category:中文姓氏	Категория:Китайские фамилии
Category:姓氏	Категория:Фамилии
Category:日本首相	Категория:Премьер-министры Японии
Category:法國總理	Категория:Премьер-министры Франции
Category:澳洲總理	Категория:Премьер-министры Австралии
Category:泰國總理	Категория:Премьер-министры Таиланда
Category:伊斯蘭教派	Категория:Исламские течения
Category:任天堂	Категория:Nintendo
Category:食油	Категория:Пищевые масла
Category:前309年	Категория:309 год до н. э.
Category:前309年死	Категория:Умершие в 309 году до н. э.
Category:楔類	Категория:Незавершённые статьи по темам
Category:要寫過嘅文	Категория:Википедия:Статьи к полной переработке
Category:交通楔類	Категория:Незавершённые статьи о транспорте
Category:軍事楔類	Категория:Незавершённые статьи о вооружённых силах
Category:解剖楔類	Категория:Незавершённые статьи по анатомии
Category:電算楔類	Категория:Незавершённые статьи о компьютерах
Category:數學楔類	Категория:Незавершённые статьи по математике
Category:公司楔類	Категория:Незавершённые статьи о компаниях и предприятиях
Category:足球員楔類	Категория:Незавершённые статьи о футболистах
Category:日本楔類	Категория:Незавершённые статьи о Японии
Category:電影楔類	Категория:Незавершённые статьи о фильмах
Category:物理楔類	Категория:Незавершённые статьи по физике
Category:地理楔類	Категория:Незавершённые статьи по географии
Category:學校楔類	Категория:Незавершённые статьи о школах
Category:諾貝爾獎	Категория:Нобелевские премии
Category:貿易公司	Категория:Торговые компании
Category:美國金融公司	Категория:Финансовые компании США
Category:深圳	Категория:Шэньчжэнь
Category:前6世紀	Категория:VI век до н. э.
Category:15世紀	Категория:XV век
Category:各國飲食	Категория:Национальные кухни
Category:各國足球	Категория:Футбол по странам
Category:維基用戶模	Категория:Википедия:Шаблоны:Участники:Статус в Википедии
Category:中國經濟	Категория:Экономика Китая
Category:愛爾蘭歷史	Категория:История Ирландии
Category:巴西運動	Категория:Спорт в Бразилии
Category:體液	Категория:Биологические жидкости
Category:台灣運動	Категория:Спорт на Тайване
Category:法國足球	Категория:Футбол во Франции
Category:荷蘭地理	Категория:География Нидерландов
Category:法國地理	Категория:География Франции
Category:北韓	Категория:Корейская Народно-Демократическая Республика
Category:格魯吉亞	Категория:Грузия
Category:柬埔寨	Категория:Камбоджа
Category:菲律賓教育	Категория:Образование на Филиппинах
Category:南非人	Категория:Персоналии:ЮАР
Category:新加坡人	Категория:Персоналии:Сингапур
Category:澳洲人	Категория:Персоналии:Австралия
Category:中國人	Категория:Персоналии:Китай
Category:葡萄牙人	Категория:Персоналии:Португалия
Category:警察	Категория:Полицейские
Category:社會活動家	Категория:Активисты
Template:France-bio-stub	Шаблон:France-bio-stub
Category:美國歌手	Категория:Певцы и певицы США
Category:新石器時代	Категория:Неолит
Category:臺灣歌手	Категория:Певцы и певицы Тайваня
Category:果汁	Категория:Соки
Category:前100年代	Категория:100-е до н. э.
Category:南韓軍人	Категория:Военные Южной Кореи
Category:英國軍人	Категория:Военные Великобритании
Category:書法	Категория:Каллиграфия
Category:前130年代	Категория:130-е до н. э.
Category:日本結他手	Категория:Гитаристы Японии
Category:中國羽毛球員	Категория:Бадминтонисты Китая
Category:韓國演員	Категория:Актёры Южной Кореи
Category:中國外交	Категория:Внешняя политика Китая
Category:日本翻譯家	Категория:Переводчики Японии
Category:美國外交	Категория:Внешняя политика США
Category:英國外交	Категория:Внешняя политика Великобритании
Category:物理化學家	Категория:Физикохимики
Category:銀仔	Категория:Монеты
Category:越南政治人	Категория:Политики Вьетнама
Category:加納足球員	Категория:Футболисты Ганы
Category:1420年	Категория:1420 год
Category:1702年	Категория:1702 год
Category:1727年	Категория:1727 год
Category:1735年	Категория:1735 год
Category:1737年	Категория:1737 год
Category:1744年	Категория:1744 год
Category:1808年	Категория:1808 год
Category:1824年	Категория:1824 год
Category:1826年	Категория:1826 год
Category:1831年	Категория:1831 год
Category:1888年死	Категория:Умершие в 1888 году
Category:1929年死	Категория:Умершие в 1929 году
Category:1933年死	Категория:Умершие в 1933 году
Category:1961年死	Категория:Умершие в 1961 году
Category:1968年	Категория:1968 год
Category:英國史	Категория:История Великобритании
Category:中國史	Категория:История Китая
Category:美國軍事	Категория:Вооружённые силы США
Category:英國運動	Категория:Спорт в Англии
Category:美國地理	Категория:География США
Category:泰國地理	Категория:География Таиланда
Category:加拿大交通	Категория:Транспорт в Канаде
Category:加拿大經濟	Категория:Экономика Канады
Category:中國軍事	Категория:Вооружённые силы Китая
Category:主持人	Категория:Телеведущие
Category:日本足球	Категория:Футбол в Японии
Category:中華民國人	Категория:Персоналии:Китайская Республика
Category:牙買加	Категория:Ямайка
縉皇居	Оушн-пойнт
Category:記者	Категория:Журналисты
Category:新聞傳播學	Категория:Журналистика
Category:日本賽車手	Категория:Автогонщики Японии
Category:巴西政治人	Категория:Политики Бразилии
Category:印尼政治人	Категория:Политики Индонезии
Category:喀麥隆足球員	Категория:Футболисты Камеруна
Category:中國劍擊選手	Категория:Фехтовальщики Китая
Category:1746年	Категория:1746 год
Category:1785年	Категория:1785 год
Category:1817年	Категория:1817 год
Category:1898年	Категория:1898 год
Category:1998年	Категория:1998 год
Category:2018年	Категория:2018 год
Category:前207年死	Категория:Умершие в 207 году до н. э.
Category:前479年死	Категория:Умершие в 479 году до н. э.
Category:前551年出世	Категория:Родившиеся в 551 году до н. э.
Template:Fb cl footer	Шаблон:Fb cl footer
Category:當代藝術	Категория:Современное искусство
Category:朝鮮	Категория:Корея
Category:老撾	Категория:Лаос
Category:馬爾代夫	Категория:Мальдивы
Category:緬甸	Категория:Мьянма
Category:尼泊爾	Категория:Непал
Category:前2世紀	Категория:II век до н. э.
Category:前3世紀	Категория:III век до н. э.
Category:前16世紀	Категория:XVI век до н. э.
Category:前17世紀	Категория:XVII век до н. э.
Category:斯里蘭卡	Категория:Шри-Ланка
Category:瀕危物種	Категория:Находящиеся в опасности виды
Category:大陸	Категория:Суперконтиненты
Category:塔吉克	Категория:Таджикистан
Category:台灣	Категория:Тайвань
Category:東帝汶	Категория:Восточный Тимор
Category:北韓人	Категория:Персоналии:КНДР
Category:烏茲別克	Категория:Узбекистан
Category:法律界人士	Категория:Юридические должности и профессии
Category:醫生	Категория:Персоналии:Медицина
Category:阿剌伯聯合酋長國	Категория:Объединённые Арабские Эмираты
Category:法國演員	Категория:Актёры Франции
Category:利比亞城市	Категория:Города Ливии
Category:芬蘭音樂家	Категория:Музыканты Финляндии
Category:墨西哥足球員	Категория:Футболисты Мексики
Category:社會問題	Категория:Социальные проблемы
Category:1855年	Категория:1855 год
Category:2003年	Категория:2003 год
Category:前38年死	Категория:Умершие в 38 году до н. э.
Category:前86年死	Категория:Умершие в 86 году до н. э.
Category:9世紀	Категория:IX век
Category:文學模	Категория:Шаблоны:Литература
Category:電影模	Категория:Шаблоны:Кинематограф
Category:西班牙人	Категория:Персоналии:Испания
Category:哥倫比亞人	Категория:Персоналии:Колумбия
Category:英國科學家	Категория:Учёные Великобритании
Category:加拿大企業家	Категория:Предприниматели Канады
Category:英國模	Категория:Шаблоны:Великобритания
Category:美國模	Категория:Шаблоны:США
Category:中國朝代	Категория:Китайские династии
Category:英國楔模	Категория:Шаблоны:Незавершённые статьи о Великобритании
Category:蘇聯	Категория:СССР
Category:古羅馬	Категория:Древний Рим
Category:軟件模	Категория:Шаблоны о программном обеспечении
Category:解剖學模	Категория:Шаблоны:Анатомия
Category:日本軍人	Категория:Военные Японии
Category:美國結他手	Категория:Гитаристы США
Category:電視模	Категория:Шаблоны:Телевидение
Category:地質模	Категория:Шаблоны:Геология
Category:1971年	Категория:1971 год
Category:多語言支援模	Категория:Шаблоны языков
Category:軍事模	Категория:Шаблоны:Военное дело
Category:生物學模	Категория:Шаблоны:Биология
Category:天文模	Категория:Шаблоны:Астрономия
Category:物理模	Категория:Шаблоны:Физика
Category:南斯拉夫	Категория:Югославия
Category:書模	Категория:Шаблоны:Книги
Category:教育模	Категория:Шаблоны:Образование
Category:精密模	Категория:Шаблоны:Эзотерические
Category:地理明細模	Категория:Шаблоны-карточки:География
Category:運動明細模	Категория:Шаблоны-карточки:Спорт
Category:模嘅模	Категория:Шаблоны:Для шаблонов
Category:交通模	Категория:Шаблоны:Транспорт
Category:物理定律	Категория:Физические законы
Category:前1世紀	Категория:I век до н. э.
Category:運動員楔類	Категория:Незавершённые статьи о спортсменах
Category:語言楔類	Категория:Незавершённые статьи о языках
Category:政治楔類	Категория:Незавершённые статьи о политике
Category:天文楔類	Категория:Незавершённые статьи по астрономии
Category:網站楔類	Категория:Незавершённые статьи о веб-сайтах
Category:史楔類	Категория:Незавершённые статьи по истории
Category:幾何楔類	Категория:Незавершённые статьи по геометрии
Category:宗教楔類	Категория:Незавершённые статьи о религии
Category:泛歐證券交易所上市公司	Категория:Компании, имеющие листинг акций на Euronext
Category:紐約證券交易所上市公司	Категория:Компании, имеющие листинг акций на Нью-Йоркской бирже
Category:瑞典公司	Категория:Компании Швеции
Category:印度公司	Категория:Компании Индии
Category:跨國公司	Категория:Транснациональные корпорации
Category:新加坡公司	Категория:Компании Сингапура
Category:臺灣證券交易所上市公司	Категория:Компании, имеющие листинг акций на Тайваньской бирже
Category:韓國證券交易所上市公司	Категория:Компании, имеющие листинг акций на Корейской бирже
Category:上海證券交易所上市公司	Категория:Компании, имеющие листинг акций на Шанхайской бирже
Category:新加坡交易所上市公司	Категория:Компании, имеющие листинг акций на Сингапурской бирже
Category:香港交易所上市公司	Категория:Компании, имеющие листинг акций на Гонконгской бирже
Category:法蘭克福證券交易所上市公司	Категория:Компании, имеющие листинг акций на Франкфуртской бирже
Template:User de-4	Шаблон:User de-4
Category:經濟楔類	Категория:Незавершённые статьи по экономике
Category:中國公司	Категория:Компании Китая
Category:法國公司	Категория:Компании Франции
Category:威爾斯	Категория:Уэльс
Category:馬來西亞公司	Категория:Компании Малайзии
Category:美國公司	Категория:Компании США
Category:丹麥公司	Категория:Компании Дании
Category:倫敦證券交易所上市公司	Категория:Компании, имеющие листинг акций на Лондонской бирже
Category:意大利公司	Категория:Компании Италии
Category:英國公司	Категория:Компании Великобритании
Category:南韓公司	Категория:Компании Южной Кореи
Category:瑞士公司	Категория:Компании Швейцарии
Category:石油公司	Категория:Нефтяные компании
Category:電訊公司	Категория:Телекоммуникационные компании
Category:歐洲足球	Категория:Футбол в Европе
Category:廣州人	Категория:Персоналии:Гуанчжоу
Category:東京證券交易所上市公司	Категория:Компании, имеющие листинг акций на Токийской бирже
Category:吉林人	Категория:Персоналии:Гирин
花生漫畫	Peanuts
Category:福建人	Категория:Персоналии:Фуцзянь
Category:山東人	Категория:Персоналии:Шаньдун
Category:安徽人	Категория:Родившиеся в Аньхое
Category:湖南人	Категория:Персоналии:Хунань
Category:湖北人	Категория:Родившиеся в провинции Хубэй
Category:江蘇人	Категория:Родившиеся в Цзянсу
Category:黑龍江人	Категория:Персоналии:Хэйлунцзян
Category:浙江人	Категория:Персоналии:Чжэцзян
Category:四川人	Категория:Персоналии:Сычуань
Category:河南人	Категория:Персоналии:Хэнань
Category:劍橋大學舊生	Категория:Выпускники Кембриджского университета
Category:捷克斯洛伐克	Категория:Чехословакия
Category:武漢人	Категория:Родившиеся в Ухане
Category:燕豪芬球員	Категория:Игроки ФК ПСВ
Category:上海人	Категория:Персоналии:Шанхай
Category:天津人	Категория:Персоналии:Тяньцзинь
Category:阿積士球員	Категория:Игроки ФК «Аякс» Амстердам
Category:LGBT人物	Категория:Персоналии:ЛГБТ
Category:下落不明者	Категория:Пропавшие без вести
Category:人瑞	Категория:Столетние долгожители
Category:伯明翰城球員	Категория:Игроки ФК «Бирмингем Сити»
Category:布力般流浪球員	Категория:Игроки ФК «Блэкберн Роверс»
Category:樸茨茅夫球員	Категория:Игроки ФК «Портсмут»
Category:多蒙特球員	Категория:Игроки ФК «Боруссия» Дортмунд
Category:1010年	Категория:1010 год
Category:山度士球員	Категория:Игроки ФК «Сантос»
Category:聖保羅球員	Категория:Игроки ФК «Сан-Паулу»
Category:士砵亭球員	Категория:Игроки ФК «Спортинг» Лиссабон
Template:威爾斯旗資料	Шаблон:Флагификация/Уэльс
Category:富咸球員	Категория:Игроки ФК «Фулхэм»
Template:塞舌爾旗資料	Шаблон:Флагификация/Сейшельские Острова
Category:康城球員	Категория:Игроки ФК «Канн»
Category:西班牙足球會球員	Категория:Футболисты по клубам Испании
Category:蘇格蘭足球會球員	Категория:Футболисты по клубам Шотландии
Category:葡萄牙足球會球員	Категория:Футболисты по клубам Португалии
Category:昆士柏流浪球員	Категория:Игроки ФК «Куинз Парк Рейнджерс»
搏擊運動	Единоборство
Category:死年	Категория:Персоналии по годам смерти
Category:生年	Категория:Персоналии по годам рождения
Category:教徒	Категория:Персоналии:Религия
Category:列斯聯球員	Категория:Игроки ФК «Лидс Юнайтед»
Category:大明人	Категория:Персоналии эпохи Мин
高加索人	Европеоидная раса
Category:大清人	Категория:Персоналии:Империя Цин
Category:漢朝人	Категория:Персоналии эпохи Хань
Category:大唐人	Категория:Персоналии:Тан
Category:芬蘭總統	Категория:Президенты Финляндии
Category:法國總統	Категория:Президенты Франции
Category:新加坡元首	Категория:Президенты Сингапура
Category:美國總統	Категория:Президенты США
Category:歐洲史	Категория:История Европы
Category:亞洲史	Категория:История Азии
Category:基里巴斯	Категория:Кирибати
Category:約旦	Категория:Иордания
Category:波斯尼亞	Категория:Босния и Герцеговина
Category:挪威	Категория:Норвегия
Category:巴拿馬	Категория:Панама
Category:巴拉圭	Категория:Парагвай
Category:巴布亞新畿內亞	Категория:Папуа — Новая Гвинея
Category:敘利亞城市	Категория:Города Сирии
Category:烏拉圭	Категория:Уругвай
Category:安道爾	Категория:Андорра
Category:塞爾維亞	Категория:Сербия
Category:海地	Категория:Гаити
Category:厄瓜多爾	Категория:Эквадор
Category:也門	Категория:Йемен
Category:秘魯	Категория:Перу
Category:玻利維亞	Категория:Боливия
Category:阿爾巴尼亞	Категория:Албания
Category:大洋洲國	Категория:Страны Океании
Category:傳統	Категория:Традиции
2014年3月	Март 2014 года
Category:北美洲國	Категория:Страны Северной Америки
Category:天文現象	Категория:Астрономические явления
2014年4月	Апрель 2014 года
Category:基達菲球員	Категория:Игроки ФК «Хетафе»
Category:修咸頓球員	Категория:Игроки ФК «Саутгемптон»
Category:維拉利爾球員	Категория:Игроки ФК «Вильярреал»
Category:魚	Категория:Рыбы
Category:數學難題	Категория:Открытые математические проблемы
Category:北京	Категория:Пекин
Category:神話	Категория:Мифология
Category:紐卡素球員	Категория:Игроки ФК «Ньюкасл Юнайтед»
Category:菜	Категория:Овощи
Category:奶嘢食	Категория:Молочные продукты
Category:生果	Категория:Фрукты
Category:中國導演	Категория:Кинорежиссёры Китая
Category:巴塞隆拿球員	Категория:Игроки ФК «Барселона»
Category:華倫西亞球員	Категория:Игроки ФК «Валенсия»
Category:利物浦球員	Категория:Игроки ФК «Ливерпуль»
Category:拜仁慕尼黑球員	Категория:Игроки ФК «Бавария»
Category:曼城球員	Категория:Игроки ФК «Манчестер Сити»
Category:馬德里體育會球員	Категория:Игроки ФК «Атлетико Мадрид»
Category:些路迪球員	Категория:Игроки ФК «Селтик»
Category:阿仙奴球員	Категория:Игроки ФК «Арсенал» Лондон
Category:西維爾球員	Категория:Игроки ФК «Севилья»
Category:香港話	Категория:Языки Гонконга
Category:方言	Категория:Диалекты
Category:2025年	Категория:2025 год
Category:2021年	Категория:2021 год
Category:2024年	Категория:2024 год
Category:2022年	Категория:2022 год
Category:2020年	Категория:2020 год
Category:美國政黨	Категория:Политические партии США
Category:政黨	Категория:Политические партии
Category:佛像	Категория:Статуи Будды
Category:牛	Категория:Скот
Category:曼徹斯特	Категория:Манчестер
Category:Punk	Категория:Панк
Category:水族館	Категория:Аквариумы
Category:博物館	Категория:Музеи
Category:瑞典博物館	Категория:Музеи Швеции
Category:法國博物館	Категория:Музеи Франции
Category:線性代數	Категория:Линейная алгебра
Category:有毒植物	Категория:Ядовитые растения
Category:牙	Категория:Зубы
Category:函數	Категория:Функции
Category:粒子物理	Категория:Физика элементарных частиц
Category:天體物理學	Категория:Астрофизика
Category:幾何定理	Категория:Теоремы геометрии
Category:2010年FIFA世界盃	Категория:Чемпионат мира по футболу 2010
Category:國家足球代表隊	Категория:Футбольные сборные
Category:中國災難	Категория:Катастрофы в Китае
Category:劇情片	Категория:Фильмы-драмы
Category:美國電視劇	Категория:Телесериалы США
Category:1946年電影	Категория:Фильмы 1946 года
Category:1965年電影	Категория:Фильмы 1965 года
Category:1957年電影	Категория:Фильмы 1957 года
Category:1974年電影	Категория:Фильмы 1974 года
Category:1973年電影	Категория:Фильмы 1973 года
Category:1976年電影	Категория:Фильмы 1976 года
Category:1968年電影	Категория:Фильмы 1968 года
Category:1980年電影	Категория:Фильмы 1980 года
Category:2003年電影	Категория:Фильмы 2003 года
Category:1991年電影	Категория:Фильмы 1991 года
Category:1999年電影	Категория:Фильмы 1999 года
Category:1996年電影	Категория:Фильмы 1996 года
Category:1994年電影	Категория:Фильмы 1994 года
Category:1989年電影	Категория:Фильмы 1989 года
Category:1997年電影	Категория:Фильмы 1997 года
Category:2002年電影	Категория:Фильмы 2002 года
Category:2004年電影	Категория:Фильмы 2004 года
Category:1995年電影	Категория:Фильмы 1995 года
Category:2005年電影	Категория:Фильмы 2005 года
Category:2007年電影	Категория:Фильмы 2007 года
Category:2008年電影	Категория:Фильмы 2008 года
Category:2014年電影	Категория:Фильмы 2014 года
Category:2010年電影	Категория:Фильмы 2010 года
Category:2011年電影	Категория:Фильмы 2011 года
Category:2009年電影	Категория:Фильмы 2009 года
Category:日本電影	Категория:Кинематограф Японии
Category:台灣電影	Категория:Кинематограф Тайваня
Category:香港電影業	Категория:Кинематограф Гонконга
Category:公共領域圖像	Категория:Файлы:Общественное достояние
Category:日文	Категория:Японский язык
Category:拉丁話	Категория:Латинский язык
Category:阿剌伯話	Категория:Арабский язык
Category:歐洲地區	Категория:Регионы Европы
Category:北美洲地理	Категория:География Северной Америки
Category:大洋洲地理	Категория:География Океании
Category:各洲地理	Категория:География по континентам
Category:氣候	Категория:Климат
Category:亞洲地理	Категория:География Азии
Category:中國嘅山	Категория:Горы Китая
Category:印尼火山	Категория:Вулканы Индонезии
Category:污染	Категория:Загрязнение
Category:職業摔角	Категория:Реслинг
Category:超新星	Категория:Сверхновые
Category:大洋	Категория:Океаны
Category:日本漫畫	Категория:Манга
Category:莫斯科	Категория:Москва
Category:清真寺	Категория:Мечети
Category:互聯網標準	Категория:Стандарты Интернета
Category:文化人類學	Категория:Культурная антропология
Category:人類學	Категория:Антропология
Category:驚奇漫畫	Категория:Marvel Comics
Category:米蘭	Категория:Милан
Category:馬	Категория:Домашняя лошадь
Category:基金會	Категория:Фонды
Category:軍銜	Категория:Воинские звания
Category:橡膠	Категория:Резина
Category:雅虎	Категория:Yahoo!
Category:體操	Категория:Гимнастика
Category:石器時代	Категория:Каменный век
Category:長頸鹿	Категория:Жирафовые
Category:五代十國	Категория:Пять династий и десять царств
Category:鐵器時代	Категория:Железный век
Category:YouTube	Категория:YouTube
Category:神秘主義	Категория:Мистика
Category:域名	Категория:DNS
Category:呼吸系統	Категория:Дыхательная система
Category:生態系統	Категория:Экосистемы
Category:作業系統	Категория:Операционные системы
Category:生殖系統	Категория:Репродуктивная система
Category:數字	Категория:Системы счисления
Category:骨	Категория:Костная система
Category:墨西哥嘅州	Категория:Штаты Мексики
Category:政治學	Категория:Политология
Category:柔佛州	Категория:Джохор
Category:已經冇咗嘅亞洲國	Категория:Исторические государства Азии
Category:澳洲嘅州	Категория:Штаты Австралии
Category:俄羅斯帝國	Категория:Российская империя
Category:電影獎	Категория:Кинопремии
Category:金朝	Категория:Государство Цзинь (чжурчжэней)
Category:大清	Категория:Династия Цин
Category:晉朝	Категория:Эпоха Цзинь
Category:大宋	Категория:Династия Сун
Category:商朝	Категория:Династия Шан
Category:委內瑞拉城市	Категория:Города Венесуэлы
Category:大明	Категория:Династия Мин
Category:元朝	Категория:Династия Юань
Category:漢朝	Категория:Династия Хань
Category:南北朝	Категория:Южные и Северные династии
Category:周朝	Категория:Эпоха Чжоу
Category:廣播劇	Категория:Радиопередачи
Category:電腦檔案格式	Категория:Форматы файлов
Category:季節	Категория:Времена года
Category:倫敦	Категория:Лондон
Category:童軍運動	Категория:Скаутское движение
Category:蟒蛇	Категория:Питоны
Category:犬科	Категория:Псовые
Category:巨蜥科	Категория:Вараны
Category:管弦樂團	Категория:Оркестры
Category:中國文學	Категория:Литература Китая
Template:Incubator	Шаблон:Инкубатор
Category:皇宮	Категория:Дворцы
Category:亞洲文化	Категория:Культура Азии
Category:中國文化	Категория:Культура Китая
Category:法國文化	Категория:Культура Франции
Category:意大利文化	Категория:Культура Италии
Category:俄羅斯文化	Категория:Культура России
Category:歐洲文化	Категория:Европейская культура
Category:韓國文化	Категория:Культура Южной Кореи
Category:網絡文化	Категория:Интернет-культура
Template:Wikinewscat	Шаблон:Викиновости-кат
Category:國慶	Категория:Национальные праздники
Category:猶太教節日	Категория:Иудейские праздники
Category:寰宇一家	Категория:Oneworld
Category:建築材料	Категория:Строительные материалы
Category:活躍嘅維基百科機械人	Категория:Википедия:Активные боты
Category:進化論	Категория:Эволюция
Category:網絡用語	Категория:Сетевой жаргон
Category:俗語	Категория:Сленг
Category:瑣羅亞斯德教	Категория:Зороастризм
Category:中國戰爭	Категория:Войны Китая
Category:電台	Категория:Радиостанции
Category:南韓嘅大學	Категория:Университеты Южной Кореи
Category:英國建築	Категория:Архитектура Великобритании
Category:針葉樹	Категория:Хвойные
Category:方程	Категория:Уравнения
Category:行人天橋	Категория:Пешеходные мосты
Category:馬來西亞嘅橋	Категория:Мосты Малайзии
Category:中國嘅橋	Категория:Мосты Китая
Category:美國嘅橋	Категория:Мосты США
Template:ESP	Шаблон:ESP
Category:社會主義	Категория:Социализм
Category:奇蹄目	Категория:Непарнокопытные
Category:動物	Категория:Животные
Category:馬達加斯加動物	Категория:Фауна Мадагаскара
Category:中國動物	Категория:Фауна Китая
Category:出名動物	Категория:Знаменитые животные
Category:有袋目	Категория:Сумчатые
Category:脊椎動物	Категория:Позвоночные
Category:有毒動物	Категория:Ядовитые животные
Category:數學分枝	Категория:Разделы математики
Category:語音學	Категория:Фонетика
Category:三國	Категория:Эпоха Троецарствия
Category:航空公司	Категория:Авиакомпании
Category:氧化物	Категория:Соединения кислорода
Category:氮化物	Категория:Соединения азота
Category:氫化物	Категория:Соединения водорода
