Africa	Африка
Categoria:Nasburgum	Категория:Нашвилл
Categoria:Antillae Nederlandenses	Категория:Нидерландские Антильские острова
Categoria:Nereides	Категория:Нереиды
Categoria:Nymphalidae	Категория:Нимфалиды
Categoria:Lingua Norvegica	Категория:Норвежский язык
Categoria:Procaryota	Категория:Прокариоты
Categoria:Nordovicum	Категория:Норидж
Categoria:Nottinghamia	Категория:Ноттингем
Categoria:Civitates propositae	Категория:Несостоявшиеся государства
Categoria:Logici	Категория:Логики
Categoria:Nova Francia	Категория:Новая Франция
Categoria:Nova Aetas	Категория:Нью-эйдж
Categoria:Urbis praefecti Novi Eboraci	Категория:Мэры Нью-Йорка
Categoria:Nymphae	Категория:Нимфы
Categoria:Polytheismus	Категория:Политеизм
Categoria:Myriapoda	Категория:Многоножки
Categoria:Synapsida	Категория:Синапсиды
Categoria:Montes lunares	Категория:Горы Луны
Categoria:Tang (familia)	Категория:Династия Тан
Categoria:Archiepiscopi	Категория:Архиепископы
Categoria:Universitas Minnesotensis	Категория:Миннесотский университет
Categoria:Cooperativae	Категория:Кооперативы
Categoria:Myrtales	Категория:Миртоцветные
Categoria:Urbes Utae	Категория:Города Юты
Categoria:Microbiologi	Категория:Микробиологи
Categoria:Crassulaceae	Категория:Толстянковые
Categoria:Chalcolithicum	Категория:Медный век
Categoria:Orientalistae	Категория:Востоковеды
Categoria:Porcina	Категория:Свинина
Categoria:Mytilidae	Категория:Мидии
Categoria:Universitas Lipsiensis	Категория:Лейпцигский университет
Categoria:Urbes Rhenaniae-Palatinatus	Категория:Города Рейнланд-Пфальца
Categoria:Universitas Michiganensis	Категория:Мичиганский университет
Categoria:Provinciae Latii	Категория:Провинции Лацио
Categoria:Municipia in provincia Latinae	Категория:Коммуны провинции Латина
Categoria:Provinciae Sardiniae	Категория:Провинции Сардинии
Categoria:Provinciae Tusciae	Категория:Провинции Тосканы
Categoria:Psychiatri	Категория:Психиатры
Categoria:Universitas Londiniensis	Категория:Лондонский университет
Categoria:Psittacidae	Категория:Попугаевые
Categoria:Topographia Martiana	Категория:Поверхность Марса
Categoria:Psycholinguistica	Категория:Психолингвистика
Categoria:Psychotherapeutae	Категория:Психотерапевты
Categoria:Loricariidae	Категория:Кольчужные сомы
Categoria:Viae Romae urbis	Категория:Улицы Рима
Categoria:Chordae	Категория:Аккордика
Categoria:Ecclesia Lutherana	Категория:Лютеранство
Categoria:Ludovicus van Beethoven	Категория:Людвиг ван Бетховен
Categoria:Lingua Luxemburgensis	Категория:Люксембургский язык
Categoria:Olisipo	Категория:Лиссабон
Categoria:Municipia in provincia Reatis	Категория:Коммуны провинции Риети
Categoria:Iapudiensis-Seniensis (regio Croatiae)	Категория:Лицко-Сеньская жупания
Categoria:Animalia Miocaena	Категория:Фауна миоцена
Categoria:Universitas Missouriensis	Категория:Университет Миссури
Categoria:Pelliculae Spyglass Entertainment	Категория:Spyglass Entertainment
Categoria:Municipia in provincia Mantuae	Категория:Коммуны провинции Мантуя
Categoria:Squalidae	Категория:Катрановые акулы
Categoria:Comitatus Missuriae	Категория:Округа Миссури
Categoria:Ciconiidae	Категория:Аистовые
Categoria:Meliaceae	Категория:Мелиевые
Categoria:Provincia Regionalis Messanensis	Категория:Коммуны провинции Мессина
Categoria:Mecon (flumen)	Категория:Меконг
Categoria:Bellum Mexici et Civitatum Foederatarum	Категория:Американо-мексиканская война
Categoria:Culicidae	Категория:Комары
Categoria:Aesthetica	Категория:Эстетика
Categoria:Praemium Pulitzer	Категория:Пулитцеровская премия
Categoria:Pulmonata	Категория:Лёгочные улитки
Categoria:Comitatus Montanae	Категория:Округа Монтаны
Categoria:Mons Regius	Категория:Монреаль
Categoria:Pyralidae	Категория:Огнёвки
Categoria:Petrus Cajkovskij	Категория:Пётр Ильич Чайковский
Categoria:Politici Taprobanae	Категория:Политики Шри-Ланки
Categoria:Mormonismus	Категория:Мормонизм
Categoria:Piperaceae	Категория:Перечные
Categoria:Neurologi	Категория:Неврологи
Categoria:Philosophi Islamici	Категория:Исламские философы
Categoria:Atheismus	Категория:Атеизм
Categoria:Philologi	Категория:Филологи
Categoria:Culturae Archaeologicae	Категория:Археологические культуры
Categoria:Mumbai	Категория:Мумбаи
Categoria:Urbs Sancti Ludovici	Категория:Сент-Луис
Categoria:Fanum Sancti Albani	Категория:Сент-Олбанс (Англия)
Categoria:Universitas Groningensis	Категория:Университет Гронингена
Categoria:Staffordiensis comitatus	Категория:Стаффордшир
Categoria:Isoptera	Категория:Термиты
Categoria:Res occultae	Категория:Тайны
Categoria:Pieridae	Категория:Белянки
Categoria:Universitas Stanfordiensis	Категория:Стэнфордский университет
Categoria:Stanley Kubrick	Категория:Стэнли Кубрик
Categoria:Barocus	Категория:Барокко
Categoria:Star Wars	Категория:Звёздные войны
Categoria:Species e Star Wars	Категория:Расы Звёздных войн
Categoria:Greges stellarum	Категория:Звёздные скопления
Categoria:Universitas Barcinonensis	Категория:Барселонский университет
Categoria:Stargate	Категория:Звёздные врата
Categoria:Species e Stargate	Категория:Расы Звёздных врат
Categoria:Antisemitismus	Категория:Антисемитизм
Categoria:Communia praefecturae Vallis Matronae	Категория:Коммуны департамента Валь-де-Марн
Categoria:Orientatio	Категория:Ориентация
Categoria:Animalia Cretacea	Категория:Фауна мелового периода
Categoria:Liliaceae	Категория:Лилейные
Categoria:Bermuda	Категория:Бермудские острова
Categoria:Berceria	Категория:Беркшир
Categoria:Berytus	Категория:Бейрут
Categoria:Universitates Vietnamiae	Категория:Университеты Вьетнама
Categoria:Stylommatophora	Категория:Стебельчатоглазые
Categoria:Universitas Civitatis Novi Eboraci	Категория:Университет штата Нью-Йорк
Categoria:Gubernatores civitatum C.F.A.	Категория:Губернаторы штатов США
Categoria:Senatores Civitatum Foederatarum	Категория:Сенаторы США
Categoria:Virodunum	Категория:Верден
Categoria:Universitas Bononiensis	Категория:Болонский университет
Categoria:Civitates Belaviae	Категория:Штаты Палау
Categoria:Universitas Bonaeropolitana	Категория:Университет Буэнос-Айреса
Categoria:Sterlinum	Категория:Стерлинг
Categoria:Holmia	Категория:Стокгольм
Categoria:Universitas Holmiensis	Категория:Стокгольмский университет
Categoria:Philosophi Stoici	Категория:Стоики
Categoria:Freta Argentinae	Категория:Проливы Аргентины
Categoria:Freta Chiliae	Категория:Проливы Чили
Categoria:Freta Daniae	Категория:Проливы Дании
Categoria:Freta Franciae	Категория:Проливы Франции
Categoria:Freta Graeciae	Категория:Проливы Греции
Categoria:Freta Italiae	Категория:Проливы Италии
Categoria:Freta Russiae	Категория:Проливы России
Categoria:Freta Sueciae	Категория:Проливы Швеции
Categoria:Freta Turciae	Категория:Проливы Турции
Categoria:Argentoratum	Категория:Страсбург
Categoria:Lingua Bulgarica	Категория:Болгарский язык
Categoria:Strigidae	Категория:Совиные
Categoria:Strix	Категория:Неясыти
Categoria:Bristolium	Категория:Бристоль
Categoria:The Beatles	Категория:The Beatles
Categoria:Theoria critica	Категория:Критическая теория
Categoria:Studium religionis	Категория:Религиоведение
Categoria:Sturnus	Категория:Скворцы
Categoria:Stutgardia	Категория:Штутгарт
Categoria:Universitas Vindobonensis	Категория:Венский университет
Categoria:Sufismus	Категория:Суфизм
Categoria:Sumer	Категория:Шумер
Categoria:Topographia Venerea	Категория:Поверхность Венеры
Categoria:Chirurgi	Категория:Хирурги
Categoria:Tallinna	Категория:Таллин
Categoria:Talmud	Категория:Талмуд
Categoria:Lingua Tamulica	Категория:Тамильский язык
Categoria:Tingis	Категория:Танжер
Categoria:Usores tokipona-1	Категория:User tokipona-1
Categoria:Universitas Tiphlisensis	Категория:Тбилисский университет
Categoria:Alumni Universitatis Tiphlisensis	Категория:Выпускники Тбилисского университета
Categoria:Universitas Technica Monacensis	Категория:Мюнхенский технический университет
Categoria:Teiidae	Категория:Тейиды
Categoria:Carnelevarium	Категория:Карнавал
Categoria:Telephona	Категория:Телефония
Categoria:Televisio in Italia	Категория:Телевидение в Италии
Categoria:Litterae Suecicae	Категория:Литература на шведском языке
Categoria:Televisio in Hispania	Категория:Телевидение в Испании
Categoria:Televisio in Britanniarum Regno	Категория:Телевидение в Великобритании
Categoria:Programmata televisifica in civitatem digesta	Категория:Телепередачи по странам
Categoria:Lingua Suecica	Категория:Шведский язык
Categoria:Lingua Telingana	Категория:Язык телугу
Categoria:Temperatura	Категория:Температура
Categoria:Paulopolis	Категория:Сан-Паулу
Categoria:Incolae Insularum Sancti Thomae et Principis	Категория:Персоналии:Сан-Томе и Принсипи
Categoria:Comitatus Tennesiae	Категория:Округа Теннесси
Categoria:Tequixquiac	Категория:Текискьяк
Categoria:Gens Terentia	Категория:Теренции
Categoria:Crustacea terrestria	Категория:Сухопутные ракообразные
Categoria:Tettigoniidae	Категория:Настоящие кузнечики
Categoria:Comitatus Texiae	Категория:Округа Техаса
Categoria:Adagia	Категория:Поговорки
Categoria:Eruditio textualis	Категория:Текстология
Categoria:Universitates Sueciae	Категория:Университеты Швеции
Categoria:Insulae Bahamenses	Категория:Багамы
Categoria:Formulae Gambiam spectantes	Категория:Шаблоны:Гамбия
Categoria:Haga	Категория:Гаага
Categoria:Senatores Civitatum Foederatarum Massachusettae	Категория:Сенаторы от штата Массачусетс
Categoria:Reges Thebarum	Категория:Фиванские цари в древнегреческой мифологии
Categoria:Iter transtemporale	Категория:Путешествия во времени
Categoria:Tenos	Категория:Тинос
Categoria:Auctores Ucrainici	Категория:Украинские писатели
Categoria:Astronomi Ucrainae	Категория:Астрономы Украины
Categoria:Legati Ucrainae	Категория:Дипломаты Украины
Categoria:Praenomina Ucrainica	Категория:Украинские имена
Categoria:Historici Ucrainae	Категория:Историки Украины
Categoria:Lingua Ucrainica	Категория:Украинский язык
Categoria:Episcopi Aquileienses	Категория:Патриархи Аквилеи
Categoria:Ultonia	Категория:Ольстер
Categoria:Colores	Категория:Цвет
Categoria:Toponomastica	Категория:Топонимика
Categoria:Torbay	Категория:Торбей
Categoria:Sanctus Dionysius in Francia	Категория:Сен-Дени
Categoria:Telo Martius	Категория:Тулон
Categoria:Tolosa	Категория:Тулуза
Categoria:Communia praefecturae Carantoni	Категория:Коммуны департамента Шаранта
Categoria:Tornacum	Категория:Турне
Categoria:Turris Babel	Категория:Вавилонская башня
Categoria:Urbes Slesvici et Holsatiae	Категория:Города Шлезвиг-Гольштейна
Formula:Harvard citation	Шаблон:Harvard citation
Categoria:Duces Novogardienses	Категория:Князья новгородские
Categoria:Missiones Christianae	Категория:Христианские миссии
Categoria:Oppida civilia Civitatum Foederatarum	Категория:Тауншипы США
Categoria:Interpretes textuum Bosnicorum, Croaticorum et Serbicorum	Категория:Переводчики с сербского языка
Categoria:Baptismus	Категория:Крещение
Categoria:Communia praefecturae Sequanae et Fani Dionysii	Категория:Коммуны департамента Сен-Сен-Дени
Categoria:Alumni Academiae Militaris Civitatum Foederatarum	Категория:Выпускники Военной академии США
Categoria:Alumni Academiae Navalis Civitatum Foederatarum	Категория:Выпускники Военно-морской академии США
Categoria:Secretarii Civitatis Civitatum Foederatarum	Категория:Государственные секретари США
Categoria:Secretarii Belli Civitatum Foederatarum	Категория:Военные министры США
Categoria:Senatores Civitatum Foederatarum Alabamae	Категория:Сенаторы от штата Алабама
Categoria:Senatores Civitatum Foederatarum Alascae	Категория:Сенаторы от штата Аляска
Categoria:Senatores Civitatum Foederatarum Arizonae	Категория:Сенаторы от штата Аризона
Categoria:Senatores Civitatum Foederatarum Arcansiae	Категория:Сенаторы от штата Арканзас
Categoria:Senatores Civitatum Foederatarum Californiae	Категория:Сенаторы от штата Калифорния
Categoria:Senatores Civitatum Foederatarum Colorati	Категория:Сенаторы от штата Колорадо
Categoria:Senatores Civitatum Foederatarum Connecticutae	Категория:Сенаторы от штата Коннектикут
Categoria:Theropoda	Категория:Тероподы
Categoria:Senatores Civitatum Foederatarum Delevariae	Категория:Сенаторы от штата Делавэр
Categoria:Senatores Civitatum Foederatarum Floridae	Категория:Сенаторы от штата Флорида
Categoria:Senatores Civitatum Foederatarum Georgiae	Категория:Сенаторы от штата Джорджия
Categoria:Senatores Civitatum Foederatarum Havaiorum	Категория:Сенаторы от штата Гавайи
Categoria:Senatores Civitatum Foederatarum Idahi	Категория:Сенаторы от штата Айдахо
Categoria:Senatores Civitatum Foederatarum Indianae	Категория:Сенаторы от штата Индиана
Categoria:Senatores Civitatum Foederatarum Iovae	Категория:Сенаторы от штата Айова
Categoria:Senatores Civitatum Foederatarum Kansiae	Категория:Сенаторы от штата Канзас
Categoria:Senatores Civitatum Foederatarum Kentukiae	Категория:Сенаторы от штата Кентукки
Categoria:Senatores Civitatum Foederatarum Ludovicianae	Категория:Сенаторы от штата Луизиана
Categoria:Senatores Civitatum Foederatarum Cenomannicae	Категория:Сенаторы от штата Мэн
Categoria:Senatores Civitatum Foederatarum Terrae Mariae	Категория:Сенаторы от штата Мэриленд
Categoria:Senatores Civitatum Foederatarum Michiganiae	Категория:Сенаторы от штата Мичиган
Categoria:Senatores Civitatum Foederatarum Minnesotae	Категория:Сенаторы от штата Миннесота
Categoria:Senatores Civitatum Foederatarum Mississippiae	Категория:Сенаторы от штата Миссисипи
Categoria:Senatores Civitatum Foederatarum Missuriae	Категория:Сенаторы от штата Миссури
Categoria:Senatores Civitatum Foederatarum Montanae	Категория:Сенаторы от штата Монтана
Categoria:Senatores Civitatum Foederatarum Nebrascae	Категория:Сенаторы от штата Небраска
Categoria:Senatores Civitatum Foederatarum Nivatae	Категория:Сенаторы от штата Невада
Categoria:Senatores Civitatum Foederatarum Novae Hantoniae	Категория:Сенаторы от штата Нью-Гэмпшир
Categoria:Senatores Civitatum Foederatarum Novae Caesareae	Категория:Сенаторы от штата Нью-Джерси
Categoria:Senatores Civitatum Foederatarum Novi Mexici	Категория:Сенаторы от штата Нью-Мексико
Categoria:Senatores Civitatum Foederatarum Carolinae Septentrionalis	Категория:Сенаторы от штата Северная Каролина
Categoria:Tridentum	Категория:Тренто
Categoria:Libera Provincia Tridentina	Категория:Тренто (провинция)
Categoria:Senatores Civitatum Foederatarum Dacotae Septentrionalis	Категория:Сенаторы от штата Северная Дакота
Categoria:Senatores Civitatum Foederatarum Ohii	Категория:Сенаторы от штата Огайо
Categoria:Senatores Civitatum Foederatarum Oclahomae	Категория:Сенаторы от штата Оклахома
Categoria:Senatores Civitatum Foederatarum Oregoniae	Категория:Сенаторы от штата Орегон
Categoria:Senatores Civitatum Foederatarum Pennsilvaniae	Категория:Сенаторы от штата Пенсильвания
Categoria:Senatores Civitatum Foederatarum Rhodensis Insulae	Категория:Сенаторы от штата Род-Айленд
Categoria:Senatores Civitatum Foederatarum Carolinae Meridionalis	Категория:Сенаторы от штата Южная Каролина
Categoria:Senatores Civitatum Foederatarum Tennesiae	Категория:Сенаторы от штата Теннесси
Categoria:Senatores Civitatum Foederatarum Texiae	Категория:Сенаторы от штата Техас
Categoria:Senatores Civitatum Foederatarum Utae	Категория:Сенаторы от штата Юта
Categoria:Senatores Civitatum Foederatarum Montis Viridis	Категория:Сенаторы от штата Вермонт
Categoria:Senatores Civitatum Foederatarum Virginiae	Категория:Сенаторы от штата Виргиния
Categoria:Senatores Civitatum Foederatarum Vasingtoniae	Категория:Сенаторы от штата Вашингтон
Categoria:Senatores Civitatum Foederatarum Virginiae Occidentalis	Категория:Сенаторы от штата Западная Виргиния
Categoria:Senatores Civitatum Foederatarum Visconsiniae	Категория:Сенаторы от штата Висконсин
Categoria:Senatores Civitatum Foederatarum Vyominae	Категория:Сенаторы от штата Вайоминг
Categoria:Tripolis (Libya)	Категория:Триполи
Categoria:Chilopoda	Категория:Губоногие
Categoria:Tragurium	Категория:Трогир
Categoria:Trobatores	Категория:Трубадуры
Categoria:Ilium	Категория:Троя
Categoria:Truro	Категория:Труро
Categoria:Lingua Suahelica	Категория:Суахили
Categoria:Swansea	Категория:Суонси
Categoria:Auctores Suecici	Категория:Шведские писатели
Categoria:Legati Camerae Popularis RDG	Категория:Члены Народной палаты ГДР
Categoria:Legati apud Parlamentum Britannicum	Категория:Члены парламента Великобритании
Categoria:Psychiatri Helvetiae	Категория:Психиатры Швейцарии
Categoria:Coloniae Regni Britanniarum	Категория:Территории, зависимые от Великобритании
Categoria:Acacia	Категория:Акация
Categoria:Auctores Turcici	Категория:Турецкие писатели
Categoria:Gens Aemilia	Категория:Эмилии
Categoria:Amedebatum	Категория:Ахмадабад
Categoria:Pictores Turciae	Категория:Художники Турции
Categoria:Aldehydum	Категория:Альдегиды
Categoria:Lingua Turcomannica	Категория:Туркменский язык
Categoria:Alexandria	Категория:Александрия
Categoria:Nummi Graeci antiqui	Категория:Монеты Древней Греции
Categoria:Ecclesiae Veteres Orientales	Категория:Древневосточные церкви
Categoria:Amapa	Категория:Амапа
Categoria:Unitates temporis	Категория:Единицы измерения времени
Categoria:Ambianum	Категория:Амьен
Categoria:Sydneium	Категория:Сидней
Categoria:Linguae Anatolicae	Категория:Анатолийские языки
Categoria:Syracusae	Категория:Сиракуза
Categoria:Engolisma	Категория:Ангулем
Categoria:Anthroposophia	Категория:Антропософия
Categoria:Gens Antistia	Категория:Антистии
Categoria:Antverpia	Категория:Антверпен
Categoria:Vallis Augustana	Категория:Валле-д’Аоста
Categoria:Phytogeographia	Категория:Геоботаника
Categoria:Nuntii Apostolici	Категория:Апостольские нунции
Categoria:Arachnologia	Категория:Арахнология
Categoria:Aragonia	Категория:Арагон
Categoria:Lingua Aramaica	Категория:Арамейские языки
Categoria:Symboli civitatis Civitatum Foederatarum	Категория:Символы штатов США
Categoria:Mystici	Категория:Мистики
Categoria:Personae Novi Testamenti	Категория:Персонажи Нового Завета
Categoria:Archaeologia Hispaniae	Категория:Археология в Испании
Categoria:Instituta Archaeologica	Категория:Археологические организации
Categoria:Theosophia	Категория:Теософия
Categoria:Theosophi	Категория:Теософы
Categoria:Universitates Keniae	Категория:Университеты Кении
Categoria:Loci archaeologici Iraci	Категория:Археологические объекты в Ираке
Categoria:Loci archaeologici Boliviae	Категория:Археологические объекты в Боливии
Categoria:Philosophi Neoplatonici	Категория:Неоплатоники
Categoria:Universitates Norvegiae	Категория:Университеты Норвегии
Categoria:Loci archaeologici Peruviae	Категория:Археологические объекты в Перу
Categoria:Equi fabulosi	Категория:Мифические лошади
Categoria:Loci archaeologici Tunesiae	Категория:Археологические объекты в Тунисе
Categoria:Loci archaeologici Ucrainae	Категория:Археологические объекты на Украине
Categoria:Aristoteles	Категория:Аристотель
Categoria:Universitates Albaniae	Категория:Университеты Албании
Categoria:Universitates Rutheniae Albae	Категория:Университеты Белоруссии
Categoria:Universitates Butaniae	Категория:Университеты Бутана
Categoria:Lingua Armenica	Категория:Армянский язык
Categoria:Universitates Cubae	Категория:Университеты Кубы
Categoria:Universitates Iraci	Категория:Университеты Ирака
Categoria:Universitates Kazachstaniae	Категория:Университеты Казахстана
Categoria:Universitates Chirgisiae	Категория:Высшие учебные заведения Киргизии
Categoria:Universitates Lettoniae	Категория:Университеты Латвии
Categoria:Scholae superiores Londinienses	Категория:Университеты Лондона
Categoria:Universitates Moldaviae	Категория:Университеты Молдавии
Categoria:Psychologi	Категория:Психологи
Categoria:Universitates Sloveniae	Категория:Университеты Словении
Categoria:Universitates Tadzikistaniae	Категория:Университеты Таджикистана
Categoria:Universitates Cechiae	Категория:Университеты Чехии
Categoria:Universitates Singapurae	Категория:Университеты Сингапура
Categoria:Universitas Buffalonensis	Категория:Университет штата Нью-Йорк в Буффало
Categoria:Programmatura astronomica	Категория:Астрономическое программное обеспечение
Categoria:Assumptio (urbs)	Категория:Асунсьон
Categoria:Oceanus Atlanticus	Категория:Атлантический океан
Categoria:Universitas Bernensis	Категория:Бернский университет
Categoria:Alumni Universitatis Bononiensis	Категория:Выпускники Болонского университета
Categoria:Alumni Universitatis Vratislaviae	Категория:Выпускники Вроцлавского университета
Categoria:Alumni Universitatis Bucarestensis	Категория:Выпускники Бухарестского университета
Categoria:Augusta Auscorum	Категория:Ош (Франция)
Categoria:Alba Pink Floyd	Категория:Альбомы Pink Floyd
Categoria:Anarchistae	Категория:Анархисты
Categoria:Universitas Cantuariensis	Категория:Университеты Кентербери
Categoria:Universitas Hafniensis	Категория:Копенгагенский университет
Categoria:Universitas Dellii	Категория:Делийский университет
Categoria:Ordines Augustiniani	Категория:Августинский орден
Categoria:Schola Genevensis	Категория:Университет Женевы
Categoria:Alumni Universitatis Giessensis	Категория:Выпускники Гиссенского университета
Categoria:Universitas Gryphiswaldensis	Категория:Грайфсвальдский университет
Categoria:Professores Universitatis Gryphiswaldensis	Категория:Преподаватели Грайфсвальдского университета
Categoria:Alumni Universitatis Hamburgensis	Категория:Выпускники Гамбургского университета
Categoria:Universitas Hannoverensis	Категория:Университет Вильгельма Лейбница (Ганновер)
Categoria:Professores Universitatis Hamburgensis	Категория:Преподаватели Гамбургского университета
Categoria:Universitas Helsingiensis	Категория:Хельсинкский университет
Categoria:Alumni Universitatis Illinoesiae	Категория:Выпускники Иллинойсского университета
Categoria:Austinopolis	Категория:Остин (Техас)
Categoria:Universitas Iovensis	Категория:Айовский университет
Categoria:Alumni Universitatis Iovensis	Категория:Выпускники Айовского университета
Categoria:Alumni Universitatis Lausoniensis	Категория:Выпускники Лозаннского университета
Categoria:Alumni Universitatis Olisiponensis	Категория:Выпускники Лиссабонского университета
Categoria:Alumni Universitatis Lugdunensis	Категория:Выпускники Лионского университета
Categoria:Universitas Moguntina	Категория:Майнцский университет
Categoria:Alumni Universitatis Moguntinae	Категория:Выпускники Майнцского университета
Categoria:Professores Universitatis Minnesotensis	Категория:Преподаватели Миннесотского университета
Categoria:Universitas Monasteriensis	Категория:Вестфальский университет имени Вильгельма
Categoria:Alumni Universitatis Monasteriensis	Категория:Выпускники Вестфальского университета имени Вильгельма
Categoria:Professores Universitatis Namnetensis	Категория:Преподаватели Нантского университета
Categoria:Antissiodorum	Категория:Осер
Categoria:Alumni Universitatis Dominae Nostrae a Lacu	Категория:Выпускники университета Нотр-Дам
Categoria:Universitas Ovetensis	Категория:Овьедский университет
Categoria:Professores Universitatis Paduanae	Категория:Преподаватели Падуанского университета
Categoria:Alumni Universitatis Parmensis	Категория:Выпускники Пармского университета
Categoria:Alumni Universitatis Ticinensis	Категория:Выпускники Павийского университета
Categoria:Professores Universitatis Rostochiensis	Категория:Преподаватели Ростокского университета
Categoria:Universitas Salmanticensis	Категория:Саламанкский университет
Categoria:Universitas Hispalensis	Категория:Севильский университет
Categoria:Alumni Universitatis Therandensis	Категория:Выпускники Тиранского университета
Categoria:Universitas Turkuensis	Категория:Университет Турку
Categoria:Alumni Universitatis Taurinensis	Категория:Выпускники Туринского университета
Categoria:Universitas Tubingensis	Категория:Тюбингенский университет
Categoria:Alumni Universitatis Herbipolensis	Категория:Выпускники Вюрцбургского университета
Categoria:Alumni Universitatis Catholicae Sacri Cordis Iesu	Категория:Выпускники Католического университета Святого Сердца
Categoria:Alumni Universitatis Laval	Категория:Выпускники Лавальского университета
Categoria:Universitas Montis Regii	Категория:Монреальский университет
Categoria:Alumni Universitatis Montis Regii	Категория:Выпускники Монреальского университета
Categoria:Musaceae	Категория:Банановые
Categoria:Praefecti urbi Romae	Категория:Городские префекты
Categoria:Urbinum	Категория:Урбино
Regnum Poloniae	Королевство Польское
Categoria:Plantae medicinales	Категория:Лекарственные растения
Categoria:Formulae rem publicam Africae Mediae spectantes	Категория:Шаблоны:Центральноафриканская Республика
Categoria:Formulae Togum spectantes	Категория:Шаблоны:Того
Categoria:Formulae Tongam spectantes	Категория:Шаблоны:Тонга
Categoria:Universitas Rheno-Traiectina	Категория:Утрехтский университет
Categoria:Formulae Helvetiam spectantes	Категория:Шаблоны:Швейцария
Categoria:Mare Aegaeum	Категория:Эгейское море
Categoria:Administri Foederales Commeatus et Aedificiorum	Категория:Министры строительства Германии
Categoria:Phyllanthaceae	Категория:Филлантовые
Categoria:Usores nl-4	Категория:User nl-4
Categoria:Alumni Universitatis Vanderbiltiae	Категория:Выпускники Университета Вандербильта
Categoria:Varasdinensis (regio Croatiae)	Категория:Вараждинская жупания
Categoria:Huracana	Категория:Тропические циклоны
Categoria:Composita chlori	Категория:Соединения хлора
Categoria:Praefecturae Albaniae	Категория:Области Албании
Categoria:Baiocae	Категория:Байё
Categoria:Bellovacum	Категория:Бове
Categoria:Odessa	Категория:Одесса
Categoria:Obelisci	Категория:Обелиски
Categoria:Oblectamenta periegetica	Категория:Достопримечательности
Categoria:Mursa	Категория:Осиек
Categoria:Operae	Категория:Оперы
Categoria:Montes Algerii	Категория:Горы Алжира
Categoria:Montes Thibeti	Категория:Горы Тибетского автономного района
Categoria:Montes Tunesiae	Категория:Горы Туниса
Categoria:Montes Reipublicae Dominicanae	Категория:Горы Доминиканской Республики
Categoria:Aevum Oligocaenum	Категория:Олигоцен
Categoria:Sibenicensis-Tininensis (regio Croatiae)	Категория:Шибенско-Книнская жупания
Categoria:Concretum	Категория:Бетон
Categoria:Betulaceae	Категория:Берёзовые
Categoria:Didelphimorphia	Категория:Опоссумы
Categoria:Uagadugu	Категория:Уагадугу
Categoria:Comitatus Vyominae	Категория:Округа Вайоминга
Categoria:Provinciae Coronae Britannicae	Категория:Коронные земли Великобритании
Categoria:Ardeidae	Категория:Цаплевые
Categoria:Regio Vologdensis	Категория:Вологодская область
Categoria:Mercenarii	Категория:Наёмники
Categoria:Societates eruditae	Категория:Научные и просветительские общества и организации
Categoria:Episcopi Sueciae	Категория:Епископы Швеции
Categoria:Episcopi Frisingenses	Категория:Епископы Фрайзинга
Categoria:Pi	Категория:Пи
Categoria:Genera soli	Категория:Почвы
Categoria:Polygalaceae	Категория:Истодовые
Categoria:Lingua Cambrica	Категория:Валлийский язык
Categoria:Comitatus Visconsiniae	Категория:Округа Висконсина
Categoria:Traiectum ad Rhenum	Категория:Утрехт
Categoria:Bruneium	Категория:Бруней
Categoria:Acida organica	Категория:Органические кислоты
Categoria:Pueritia	Категория:Детство
Categoria:Libri Novi Testamenti	Категория:Книги Нового Завета
Categoria:Sinus Croatiae	Категория:Заливы Хорватии
Categoria:Cancellarii Germaniae	Категория:Федеральные канцлеры Германии
Categoria:Cancellarii Austriae	Категория:Федеральные канцлеры Австрии
Categoria:Praesides Consilii Foederalis Germaniae	Категория:Председатели бундесрата Германии
Categoria:Legati Dietae Foederalis Germaniae	Категория:Члены бундестага Германии
Categoria:Praesides Dietae Foederalis Germaniae	Категория:Президенты бундестага Германии
Categoria:Myristicaceae	Категория:Мускатниковые
Vicipaedia:Spam	Википедия:Спам
Categoria:Bella civilia	Категория:Гражданские войны
Categoria:Scientiae adhibitae	Категория:Прикладные науки
Categoria:Praefecti Urbis Lutetiae	Категория:Мэры Парижа
Categoria:Urbis praefecti Vindobonae	Категория:Бургомистры Вены
Categoria:Cephaloedium	Категория:Чефалу
Categoria:Camberiacum	Категория:Шамбери
Categoria:Agaricaceae	Категория:Шампиньоновые
Categoria:Philosophia Sinensis	Категория:Философия Китая
Categoria:Pterosauria	Категория:Птерозавры
Categoria:Universitas Chiloniensis	Категория:Университет имени Христиана Альбрехта
Categoria:Lacus artificiosi	Категория:Искусственные водоёмы
Categoria:Urbes Portugalliae	Категория:Города Португалии
Categoria:Impressio	Категория:Печать
Categoria:Colmaria	Категория:Кольмар
Categoria:Universitas Columbiae	Категория:Колумбийский университет
Categoria:Musea informatica	Категория:Компьютерные музеи
Categoria:Pupae	Категория:Кукольный театр
Categoria:Conceptio (Chilia)	Категория:Консепсьон (Чили)
Categoria:Insulae Cook	Категория:Острова Кука
Categoria:Comitatus Californiae	Категория:Округа Калифорнии
Categoria:Comitatus Minnesotae	Категория:Округа Миннесоты
Categoria:Comitatus Novi Mexici	Категория:Округа Нью-Мексико
Categoria:Comitatus Novi Eboraci	Категория:Округа Нью-Йорка
